tx, ty, tz 
-0.0009114780114032328, -0.0007318523712456226, -0.0026128569152206182
-0.000911477894987911, -0.0007318523130379617, -0.0026128566823899746
-0.0009114777785725892, -0.0007318522548303008, -0.0026128566823899746
-0.0009114776621572673, -0.0007318521966226399, -0.0026128566823899746
-0.0009114776039496064, -0.000731852138414979, -0.0026128566823899746
-0.0009114775457419455, -0.0007318520802073181, -0.002612856449559331
-0.0009114774875342846, -0.0007318520219996572, -0.0026128562167286873
-0.0009114774293266237, -0.0007318519637919962, -0.0026128559838980436
-0.0009114773711189628, -0.0007318519637919962, -0.0026128557510674
-0.0009114773129113019, -0.0007318518473766744, -0.0026128557510674
-0.0009114773129113019, -0.0007318518473766744, -0.0026128557510674
-0.0009114773129113019, -0.0007318518473766744, -0.0026128557510674
-0.0009114773129113019, -0.0007318518473766744, -0.0026128557510674
-0.0009114773129113019, -0.0007318518473766744, -0.0026128557510674
-0.0009114773129113019, -0.0007318518473766744, -0.0026128557510674
-0.0009114773129113019, -0.0007318518473766744, -0.0026128557510674
-0.0009114773129113019, -0.0007318518473766744, -0.0026128557510674
-0.0009114773129113019, -0.0007318518473766744, -0.0026128557510674
-0.0009114773129113019, -0.0007318518473766744, -0.0026128557510674
-0.0009114773129113019, -0.0007318518473766744, -0.0026128557510674
-0.0009114773129113019, -0.0007318518473766744, -0.0026128557510674
-0.0009114773129113019, -0.0007318518473766744, -0.0026128557510674
-0.0009114773129113019, -0.0007318518473766744, -0.0026128557510674
-0.0009114773129113019, -0.0007318518473766744, -0.0026128557510674
-0.0009114773129113019, -0.0007318518473766744, -0.0026128557510674
-0.0009114773129113019, -0.0007318518473766744, -0.0026128557510674
-0.0009114773129113019, -0.0007318518473766744, -0.0026128557510674
-0.0009114773129113019, -0.0007318518473766744, -0.0026128557510674
-0.0009114773129113019, -0.0007318518473766744, -0.0026128557510674
-0.0009114773129113019, -0.0007318518473766744, -0.0026128557510674
-0.0009114773129113019, -0.0007318518473766744, -0.0026128557510674
-0.0009114773129113019, -0.0007318518473766744, -0.0026128557510674
-0.0009114773129113019, -0.0007318518473766744, -0.0026128557510674
-0.0009114773129113019, -0.0007318518473766744, -0.0026128557510674
-0.0009114773129113019, -0.0007318518473766744, -0.0026128557510674
-0.0009114773129113019, -0.0007318518473766744, -0.0026128557510674
-0.0009114773129113019, -0.0007318518473766744, -0.0026128557510674
-0.0009114773129113019, -0.0007318518473766744, -0.0026128557510674
-0.0009114773129113019, -0.0007318518473766744, -0.0026128557510674
-0.0009114773129113019, -0.0007318518473766744, -0.0026128557510674
-0.0009114773129113019, -0.0007318518473766744, -0.0026128557510674
-0.0009114773129113019, -0.0007318518473766744, -0.0026128557510674
-0.0009114773129113019, -0.0007318518473766744, -0.0026128557510674
-0.0009114773129113019, -0.0007318518473766744, -0.0026128557510674
-0.0009114773129113019, -0.0007318518473766744, -0.0026128557510674
-0.0009114773129113019, -0.0007318518473766744, -0.0026128557510674
-0.0009114773129113019, -0.0007318518473766744, -0.0026128557510674
-0.0009114773129113019, -0.0007318518473766744, -0.0026128557510674
-0.0009114773129113019, -0.0007318518473766744, -0.0026128557510674
-0.0009114773129113019, -0.0007318518473766744, -0.0026128557510674
-0.0009114773129113019, -0.0007318518473766744, -0.0026128557510674
-0.0009114773129113019, -0.0007318518473766744, -0.0026128557510674
-0.0009114773129113019, -0.0007318518473766744, -0.0026128557510674
-0.0009114773129113019, -0.0007318518473766744, -0.0026128557510674
-0.0009114773129113019, -0.0007318518473766744, -0.0026128557510674
-0.0009114773129113019, -0.0007318518473766744, -0.0026128557510674
-0.0009114773129113019, -0.0007318518473766744, -0.0026128557510674
-0.0009114773129113019, -0.0007318518473766744, -0.0026128557510674
-0.0009114773129113019, -0.0007318518473766744, -0.0026128557510674
-0.0009114773129113019, -0.0007318518473766744, -0.0026128557510674
-0.0009114773129113019, -0.0007318518473766744, -0.0026128557510674
-0.0009114773129113019, -0.0007318518473766744, -0.0026128557510674
-0.0009114773129113019, -0.0007318518473766744, -0.0026128557510674
-0.0009114773129113019, -0.0007318518473766744, -0.0026128557510674
-0.0009114773129113019, -0.0007318518473766744, -0.0026128557510674
-0.0009114773129113019, -0.0007318518473766744, -0.0026128557510674
-0.0009114773129113019, -0.0007318518473766744, -0.0026128557510674
-0.0009114773129113019, -0.0007318518473766744, -0.0026128557510674
-0.0009114773129113019, -0.0007318518473766744, -0.0026128557510674
-0.0009114773129113019, -0.0007318518473766744, -0.0026128557510674
-0.0009114773129113019, -0.0007318518473766744, -0.0026128557510674
-0.0009114773129113019, -0.0007318518473766744, -0.0026128557510674
-0.0009114773129113019, -0.0007318518473766744, -0.0026128557510674
-0.0009114773129113019, -0.0007318518473766744, -0.0026128557510674
-0.0009114773129113019, -0.0007318518473766744, -0.0026128557510674
-0.0009114773129113019, -0.0007318518473766744, -0.0026128557510674
-0.0009114773129113019, -0.0007318518473766744, -0.0026128557510674
-0.0009114773129113019, -0.0007318518473766744, -0.0026128557510674
-0.0009114773129113019, -0.0007318518473766744, -0.0026128557510674
-0.0009114773129113019, -0.0007318518473766744, -0.0026128557510674
-0.0009114773129113019, -0.0007318518473766744, -0.0026128557510674
-0.0009114773129113019, -0.0007318518473766744, -0.0026128557510674
-0.0009114773129113019, -0.0007318518473766744, -0.0026128557510674
-0.0009114773129113019, -0.0007318518473766744, -0.0026128557510674
-0.0009114773129113019, -0.0007318518473766744, -0.0026128557510674
-0.0009114773129113019, -0.0007318518473766744, -0.0026128557510674
-0.0009114773129113019, -0.0007318518473766744, -0.0026128557510674
-0.0009114773129113019, -0.0007318518473766744, -0.0026128557510674
-0.0009114773129113019, -0.0007318518473766744, -0.0026128557510674
-0.0009114773129113019, -0.0007318518473766744, -0.0026128557510674
-0.0009114773129113019, -0.0007318518473766744, -0.0026128557510674
-0.0009114773129113019, -0.0007318518473766744, -0.0026128557510674
-0.0009114773129113019, -0.0007318518473766744, -0.0026128557510674
-0.0009114773129113019, -0.0007318518473766744, -0.0026128557510674
-0.0009114773129113019, -0.0007318518473766744, -0.0026128557510674
-0.0009114773129113019, -0.0007318518473766744, -0.0026128557510674
-0.0009114773129113019, -0.0007318518473766744, -0.0026128557510674
-0.0009114773129113019, -0.0007318518473766744, -0.0026128557510674
-0.0009114773129113019, -0.0007318518473766744, -0.0026128557510674
-0.0009114773129113019, -0.0007318518473766744, -0.0026128557510674
-0.0009114773129113019, -0.0007318518473766744, -0.0026128557510674
-0.0009114773129113019, -0.0007318518473766744, -0.0026128557510674
-0.0009114773129113019, -0.0007318518473766744, -0.0026128557510674
-0.0009114773129113019, -0.0007318518473766744, -0.0026128557510674
-0.0006448766798712313, -0.0017126351594924927, -0.00042575274710543454
-0.0005356266628950834, -0.0020183466840535402, -0.00014513992937281728
-0.0006354948272928596, -0.0023373267613351345, 0.0001158174782176502
-0.0005508761969394982, -0.0024818917736411095, 0.00028016293072141707
-0.0004662833525799215, -0.0025965808890759945, 0.000414935959270224
-0.00047688232734799385, -0.0028281877748668194, 0.0004954810137860477
-0.0005339700146578252, -0.0029270618688315153, 0.0005727293319068849
-0.00014757757890038192, -0.0030204474460333586, 0.001186828943900764
7.982250099303201e-05, -0.003296911483630538, 0.0013842186890542507
0.00015397608513012528, -0.0037733984645456076, 0.001504037994891405
0.00017423857934772968, -0.003936820663511753, 0.0016523291124030948
0.00021875447419006377, -0.004217982292175293, 0.0017723626224324107
0.00024985134950838983, -0.0043276711367070675, 0.001864659134298563
0.00026203226298093796, -0.00445951521396637, 0.002030294621363282
0.000267906318185851, -0.004572025965899229, 0.0022086675744503736
0.00026427986449562013, -0.004762187134474516, 0.0022963322699069977
0.00024239273625425994, -0.004835799802094698, 0.0025279365945607424
0.0002891426847781986, -0.004992772359400988, 0.0026067683938890696
0.0002655531279742718, -0.005102504976093769, 0.002682126360014081
0.00025272881612181664, -0.005207759328186512, 0.0027391710318624973
0.0002903658023569733, -0.00528371799737215, 0.00288093788549304
0.0002643509942572564, -0.005386362783610821, 0.002924037864431739
0.0010270124766975641, -0.005449286662042141, 0.003154619364067912
0.002083621919155121, -0.004995076917111874, 0.0034357248805463314
0.0021153029520064592, -0.0050895637832582, 0.0035300408490002155
0.000896226498298347, -0.005391636397689581, 0.0032964996062219143
0.0005220755701884627, -0.005524531472474337, 0.003337310394272208
0.0012301316019147635, -0.006828784942626953, 0.0031290114857256413
0.0019981209188699722, -0.006805755198001862, 0.0029484019614756107
0.0011120287235826254, -0.008932924829423428, 0.002885717898607254
0.0003840529534500092, -0.009754747152328491, 0.0028766198083758354
0.00021934347751084715, -0.00994957983493805, 0.002869454212486744
0.0008243853226304054, -0.009334240108728409, 0.002915189601480961
0.0008452651672996581, -0.010307704098522663, 0.002256456995382905
0.000993459252640605, -0.014164648950099945, -0.0012214607559144497
-0.00040211499435827136, -0.01477089524269104, -0.001717470702715218
-0.0013923076912760735, -0.015599527396261692, -0.0034558086190372705
-0.0015275983605533838, -0.015592040494084358, -0.0036872022319585085
-0.0015735840424895287, -0.017925070598721504, -0.005760618019849062
-0.0021331117022782564, -0.01807667873799801, -0.006315839942544699
-0.0014290299732238054, -0.015273972414433956, -0.006468641106039286
-0.003085825126618147, -0.015192367136478424, -0.007883581332862377
-0.003997629042714834, -0.014780492521822453, -0.008384360931813717
-0.006298506632447243, -0.014315536245703697, -0.00929748360067606
-0.007924876175820827, -0.013959331437945366, -0.01071713026612997
-0.007719201967120171, -0.006744103506207466, -0.010653574019670486
-0.007767615839838982, -0.0036313901655375957, -0.010835759341716766
-0.008357199840247631, -0.001213842537254095, -0.011247576214373112
-0.00953636784106493, 0.0014478832017630339, -0.01155262440443039
-0.010068445466458797, 0.004316708073019981, -0.011657444760203362
-0.013472696766257286, 0.005826180335134268, -0.013203469105064869
-0.016786277294158936, 0.006428724620491266, -0.01677568629384041
-0.018114760518074036, 0.012018414214253426, -0.017017260193824768
-0.018279043957591057, 0.014767133630812168, -0.017270181328058243
-0.02078285440802574, 0.018956966698169708, -0.023402798920869827
-0.0207571629434824, 0.023247012868523598, -0.02154158428311348
-0.021015137434005737, 0.02754651941359043, -0.021596435457468033
-0.021065598353743553, 0.03373387083411217, -0.02154117077589035
-0.021378809586167336, 0.038277242332696915, -0.021918613463640213
-0.021517319604754448, 0.04262438043951988, -0.02254113182425499
-0.022022021934390068, 0.046755172312259674, -0.023334044963121414
-0.022524990141391754, 0.05071891471743584, -0.024365723133087158
-0.023621277883648872, 0.05465668439865112, -0.025383256375789642
-0.025005586445331573, 0.05828409269452095, -0.026242591440677643
-0.026742536574602127, 0.06236068159341812, -0.027182742953300476
-0.02843029983341694, 0.06652359664440155, -0.027949858456850052
-0.02877233922481537, 0.07039891183376312, -0.028652887791395187
-0.030926529318094254, 0.07392774522304535, -0.029732272028923035
-0.03269249200820923, 0.0774877518415451, -0.030623450875282288
-0.03429181128740311, 0.08121206611394882, -0.03144000470638275
-0.03543383628129959, 0.0843498706817627, -0.03233577311038971
-0.036322757601737976, 0.08775084465742111, -0.033128201961517334
-0.037621673196554184, 0.09190289676189423, -0.03396362438797951
-0.039083391427993774, 0.0953533723950386, -0.03498252481222153
-0.03936602920293808, 0.09920546412467957, -0.03540893644094467
-0.03955022245645523, 0.10215264558792114, -0.03598500415682793
-0.041206713765859604, 0.10518162697553635, -0.03696248680353165
-0.04418822005391121, 0.10801302641630173, -0.038083214312791824
-0.04628565534949303, 0.1110093742609024, -0.039066266268491745
-0.0475706048309803, 0.11466377228498459, -0.039641980081796646
-0.04951754957437515, 0.11758051812648773, -0.0405559204518795
-0.05149336904287338, 0.12058136612176895, -0.04132354259490967
-0.05281982198357582, 0.123818539083004, -0.042108263820409775
-0.0542902946472168, 0.12685246765613556, -0.04311275854706764
-0.05599512904882431, 0.13025081157684326, -0.04380667209625244
-0.05715923383831978, 0.133751779794693, -0.044591743499040604
-0.05815039575099945, 0.13695034384727478, -0.04522078111767769
-0.05970921367406845, 0.14054414629936218, -0.046107303351163864
-0.061610400676727295, 0.14325857162475586, -0.0476997084915638
-0.06341630220413208, 0.14605654776096344, -0.04901938512921333
-0.06498301029205322, 0.14882516860961914, -0.050111234188079834
-0.06692250072956085, 0.15161281824111938, -0.05141924321651459
-0.06841442734003067, 0.15477679669857025, -0.05213391035795212
-0.07079675048589706, 0.15704302489757538, -0.053643759340047836
-0.07297848910093307, 0.1603720337152481, -0.05442671850323677
-0.07564685493707657, 0.16276246309280396, -0.05567558854818344
-0.07812077552080154, 0.16412019729614258, -0.05770789831876755
-0.08016790449619293, 0.1661534160375595, -0.05923345685005188
-0.08238331973552704, 0.1672704815864563, -0.061083726584911346
-0.08454802632331848, 0.16938672959804535, -0.06258683651685715
-0.08783460408449173, 0.17093756794929504, -0.06443756073713303
-0.0904189795255661, 0.17275914549827576, -0.06615995615720749
-0.09337528795003891, 0.17404836416244507, -0.06779031455516815
-0.0962153896689415, 0.17520055174827576, -0.06909456104040146
-0.09896856546401978, 0.1765778511762619, -0.06981470435857773
-0.10237374901771545, 0.17718786001205444, -0.07089584320783615
-0.10564891248941422, 0.1783413290977478, -0.07170380651950836
-0.10861994326114655, 0.17907404899597168, -0.07238645851612091
-0.11198270320892334, 0.17954272031784058, -0.07348034530878067
-0.11381615698337555, 0.18083326518535614, -0.07426304370164871
-0.11635371297597885, 0.18143251538276672, -0.07489164173603058
-0.11838614195585251, 0.18169671297073364, -0.0756668969988823
-0.12164458632469177, 0.1818525642156601, -0.07645327597856522
-0.12506486475467682, 0.18195204436779022, -0.07741568982601166
-0.12842324376106262, 0.1819770187139511, -0.07826138287782669
-0.1311241090297699, 0.1820410192012787, -0.07890260964632034
-0.13363182544708252, 0.18244966864585876, -0.07969428598880768
-0.13500548899173737, 0.18263761699199677, -0.07989166676998138
-0.1363648921251297, 0.18322940170764923, -0.08005630970001221
-0.13817106187343597, 0.1836659461259842, -0.08035171031951904
-0.13983400166034698, 0.18391741812229156, -0.08059476315975189
-0.14200395345687866, 0.1840749979019165, -0.08093723654747009
-0.14382052421569824, 0.18420317769050598, -0.08122539520263672
-0.1450263410806656, 0.18442103266716003, -0.08139842003583908
-0.1471865475177765, 0.18451133370399475, -0.08171218633651733
-0.1491864025592804, 0.18446753919124603, -0.0823611319065094
-0.15175026655197144, 0.18420495092868805, -0.08339934796094894
-0.1532541811466217, 0.1840750277042389, -0.08394264429807663
-0.15381896495819092, 0.18399401009082794, -0.08412980288267136
-0.15453457832336426, 0.18395669758319855, -0.08481011539697647
-0.15505899488925934, 0.18395139276981354, -0.08530600368976593
-0.1558833122253418, 0.18394793570041656, -0.08616746217012405
-0.15726879239082336, 0.1840835064649582, -0.08705966919660568
-0.15747033059597015, 0.184493288397789, -0.08750903606414795
-0.15826807916164398, 0.18512064218521118, -0.08793596923351288
-0.16012884676456451, 0.1853025108575821, -0.08874942362308502
-0.16041548550128937, 0.18567197024822235, -0.08959916979074478
-0.16109305620193481, 0.18581517040729523, -0.090369313955307
-0.1623043566942215, 0.18592551350593567, -0.09101182222366333
-0.16251026093959808, 0.1859550178050995, -0.09231386333703995
-0.1636747270822525, 0.1853363811969757, -0.09471648931503296
-0.1646135449409485, 0.18479806184768677, -0.09668243676424026
-0.16523005068302155, 0.18467451632022858, -0.09940030425786972
